Msrmt Number,0.2 Alpha Legend,0.5 Alpha Legend,0.2 Alpha Bkgrnd,0.5 Alpha Bkgrnd,Date/Time,Latitude,Longitude,Position Accuracy (m),Barcode,Standard Comments,User Comment
213,  1.6,  1.6, 93.4, 79.6, 10/25/2017 14:59:09, 43.369018N, 79.743045W, 11, B03968,, 
214,  2.4,  1.6,  514,  354, 10/25/2017 15:01:10, 0.000000 , 0.000000 , 11, B03969,, 
215,  0.8,  0.0,  605,  330, 10/25/2017 15:08:50, 43.368037N, 79.744253W, 11, B03970,, 
216,  183, 91.4,  698,  306, 10/25/2017 15:09:16, 43.368025N, 79.744215W, 11, B03971,, 
217,  268,  158,  666,  286, 10/25/2017 15:10:45, 43.368045N, 79.744192W, 11, B03972,, 
218,  575,  322,  165,  104, 10/25/2017 15:11:01, 43.368045N, 79.744213W, 11, B03973,, 
219,  135, 93.5,  446,  266, 10/25/2017 15:13:00, 43.368133N, 79.744050W, 11, B03974,, 
220,  238,  134,  637,  292, 10/25/2017 15:14:01, 43.368112N, 79.744083W, 11, B03975,, 
221, 37.6, 22.3,  1.6,  1.1, 10/25/2017 15:14:50, 43.368115N, 79.744053W, 11, B03976,, 
222,  133, 81.3,  527,  295, 10/25/2017 15:18:24, 43.367995N, 79.744042W, 11, B03977,, 
223,  158, 81.8,  541,  328, 10/25/2017 15:19:06, 43.367980N, 79.744052W, 11, B03978,, 
224,  627,  261,  159, 91.6, 10/25/2017 15:19:57, 43.367980N, 79.744068W, 11, B03979,, 
225,  145, 85.5,  514,  329, 10/25/2017 15:22:36, 43.367927N, 79.744198W, 11, B03980,, 
226, 97.2, 69.6,  389,  296, 10/25/2017 15:23:10, 43.367920N, 79.744208W, 11, B03981,, 
227,  477,  317,  113, 82.4, 10/25/2017 15:29:02, 43.366810N, 79.745720W, 11, B03982,, 
228,  0.8,  0.5,  313,  239, 10/25/2017 15:29:47, 43.366803N, 79.745722W, 11, B03983,, 
229,  0.8,  0.0,  592,  286, 10/25/2017 15:32:45, 43.366162N, 79.746240W, 11, B03984,, 
230,  118, 86.1,  434,  222, 10/25/2017 15:34:20, 43.366068N, 79.746298W, 11, B03985,, 
231,  143, 57.9,  236, 94.6, 10/25/2017 15:35:40, 43.366027N, 79.746295W, 11, B03986,, 
232,  447,  224, 95.1, 55.5, 10/25/2017 15:36:44, 43.366157N, 79.746375W, 11, B03987,, 
233,  160, 86.6,  699,  292, 10/25/2017 15:38:22, 43.366095N, 79.746430W, 11, B03988,, 
234,  176, 85.0,  662,  296, 10/25/2017 15:39:35, 43.366055N, 79.746442W, 11, B03989,, 
235,  510,  218,  156, 91.9, 10/25/2017 15:42:28, 43.366098N, 79.746507W, 11, B03990,, 
236,  0.8,  0.0,  162,  110, 10/25/2017 15:42:53, 43.366102N, 79.746480W, 11, B03991,, 
237,  129, 81.8,  530,  335, 10/25/2017 15:44:37, 43.365948N, 79.746428W, 11, B03992,, 
238, 98.0, 40.4,  229, 91.4, 10/25/2017 15:45:18, 43.365992N, 79.746440W, 11, B03993,, 
239,  732,  312,  183,  112, 10/25/2017 15:46:07, 43.365958N, 79.746523W, 11, B03994,, 
240,  0.8,  0.0,  674,  437, 10/25/2017 15:47:15, 43.365988N, 79.746518W, 11, B03995,, 
241,  197,  108,  605,  280, 10/25/2017 15:50:39, 43.365810N, 79.746350W, 11, B03997,, 
242, 36.8, 28.2,  517,  308, 10/25/2017 15:51:20, 43.365807N, 79.746357W, 11, B03998,, 
243,  148, 74.9,  686,  288, 10/25/2017 15:52:00, 43.365797N, 79.746388W, 11, B03999,, 
244,  609,  329,  126, 88.2, 10/25/2017 15:52:51, 43.365865N, 79.746428W, 11, B04000,, 
245,  0.8,  0.0,  634,  266, 10/25/2017 15:54:05, 43.365973N, 79.746347W, 11, B04001,, 
246,  0.0,  0.0,  105, 85.0, 10/25/2017 15:58:45, 43.366255N, 79.746688W, 11, B04002,, 
247, 24.3, 17.0,  306,  230, 10/25/2017 16:01:20, 43.366320N, 79.747027W, 11, B04003,, 
248,  0.8,  0.0, 73.5, 37.6, 10/25/2017 16:03:11, 43.366517N, 79.746972W, 11, B04004,, 
249,  0.8,  0.0, 92.2, 44.0, 10/25/2017 16:07:26, 43.367093N, 79.746610W, 11, B04005,, 
250, , , , , 10/25/2017 16:09:45, 43.367093N, 79.746610W, 11, B04007,, 
251,  0.8,  0.0,  124, 99.8, 10/25/2017 16:11:16, 43.367145N, 79.746590W, 11, B04008,, 
252,  0.8,  0.0,  487,  300, 10/25/2017 16:12:24, 43.367150N, 79.746572W, 11, B04009,, 
253,  148,  104,  438,  287, 10/25/2017 16:16:32, 43.367692N, 79.745798W, 11, B04010,, 
254, , , , , 10/25/2017 16:18:15, 43.367783N, 79.745828W, 11, B04011,, 
255,  0.8,  0.0,  125,  101, 10/25/2017 16:20:41, 43.368080N, 79.745355W, 11, B04012,, 
256,  691,  294, 55.3, 33.8, 10/25/2017 16:22:15, 43.368153N, 79.745437W, 11, B04013,, 
257,  0.8,  0.0,  333,  255, 10/25/2017 16:25:24, 43.368622N, 79.744783W, 11, B04014,, 
258,  0.8,  0.0,  225,  116, 10/25/2017 16:26:36, 43.368613N, 79.744753W, 11, B04015,, 
259,  282,  143,  557,  338, 10/25/2017 16:28:06, 43.368603N, 79.744758W, 11, B04016,, 
260,  553,  324,  167,  105, 10/25/2017 16:28:52, 43.368607N, 79.744757W, 11, B04017,, 
261,  0.8,  0.0,  471,  213, 10/25/2017 16:30:21, 43.368577N, 79.744800W, 11, B04018,, 
262,  473,  299,  109, 88.5, 10/25/2017 16:32:40, 43.368575N, 79.744840W, 11, B04020,, 
263,  148, 88.2,  609,  327, 10/25/2017 16:33:01, 43.368573N, 79.744847W, 11, B04019,, 
264, 69.0, 30.8,  0.0,  0.0, 10/25/2017 16:35:13, 43.368485N, 79.745053W, 11, B04021,, 
265,  0.8,  0.0,  380,  237, 10/25/2017 16:35:33, 43.368493N, 79.745075W, 11, B04022,, 
266,  0.8,  0.0,  562,  270, 10/25/2017 16:37:48, 43.368648N, 79.744787W, 11, B04023,, 
267,  164, 93.5,  568,  315, 10/25/2017 16:39:46, 43.368652N, 79.744790W, 11, B04024,, 
268,  598,  278,  126, 78.4, 10/25/2017 16:40:12, 43.368650N, 79.744790W, 11, B04025,, 
269,  0.0,  0.0,  564,  267, 10/25/2017 16:44:55, 43.369578N, 79.743917W, 11, B04026,, 
270,  132, 94.0,  475,  252, 10/25/2017 16:45:11, 43.369580N, 79.743915W, 11, B04027,, 
271,  0.0,  0.0,  108, 86.3, 10/25/2017 16:46:56, 43.370513N, 79.742798W, 11, B04028,, 
272,  0.0,  0.0,  486,  269, 10/25/2017 16:48:11, 43.370497N, 79.742745W, 11, B04029,, 
273,  0.8,  0.0,  490,  365, 10/25/2017 16:52:29, 43.371140N, 79.742705W, 11, B04030,, 
274, 47.5, 25.9, 21.0, 13.7, 10/25/2017 16:53:05, 43.371173N, 79.742703W, 11, B04031,, 
275,  124, 98.8, 39.1, 24.9, 10/25/2017 16:53:19, 43.371198N, 79.742668W, 11, B04032,, 
276,  0.8,  0.0, 95.4, 80.0, 10/25/2017 16:55:24, 43.371142N, 79.742683W, 11, B04033,, 
277, 79.4, 38.9, 19.7,  8.5, 10/25/2017 17:18:06, 43.371477N, 79.743013W, 11, B04034,, 
278,  463,  300,  152, 90.3, 10/25/2017 17:20:46, 43.371490N, 79.743150W, 11, B04035,, 
279,  559,  310,  150, 92.9, 10/25/2017 17:21:14, 43.371453N, 79.743150W, 11, B04036,, 
280,  0.0,  0.0,  101, 82.9, 10/25/2017 17:22:14, 43.371435N, 79.743313W, 11, B04037,, 
281, 80.7, 40.4, 25.0, 10.6, 10/25/2017 17:23:47, 43.371607N, 79.743227W, 11, B04038,, 
282, 68.2, 36.1, 16.4,  6.3, 10/25/2017 17:24:45, 43.371545N, 79.743183W, 11, B04039,, 
283,  6.3,  2.1, 70.3, 34.4, 10/25/2017 17:27:24, 43.372000N, 79.744018W, 11, B04041,, 
284,  586,  336,  151, 93.5, 10/25/2017 17:29:33, 43.371988N, 79.743800W, 11, B04042,, 
285,  0.0, -0.5,  112, 86.0, 10/25/2017 17:30:34, 43.371993N, 79.743805W, 11, B04043,, 
286,  0.0,  0.0, 96.1, 81.6, 10/25/2017 17:31:34, 43.371983N, 79.743810W, 11, B04044,, 
287,  0.8, -0.5, 94.6, 80.5, 10/25/2017 17:35:43, 43.372018N, 79.743743W, 11, B04046,, 
288,  0.8,  0.0, 93.8, 78.8, 10/25/2017 17:36:29, 43.372018N, 79.743742W, 11, B04047,, 
289,  0.8,  0.0,  109, 88.2, 10/25/2017 17:37:15, 43.372017N, 79.743742W, 11, B04048,, 
290,  7.0,  2.6, 80.3, 38.0, 10/25/2017 17:40:47, 43.372530N, 79.745033W, 11, B04049,, 
291,  0.0, -0.5, 95.4, 81.6, 10/25/2017 17:44:36, 43.372920N, 79.745188W, 11, B04051,, 
292,  0.8,  0.0, 91.4, 78.2, 10/25/2017 17:45:52, 43.372933N, 79.745092W, 11, B04052,, 
293,  0.0,  0.0,  118, 92.4, 10/25/2017 17:46:17, 43.372948N, 79.745092W, 11, B04053,, 
294,  0.0,  0.0,  606,  407, 10/25/2017 17:51:53, 43.373108N, 79.745755W, 11, B04055,, 
295,  0.8,  0.0,  557,  366, 10/25/2017 18:40:25, 0.000000 , 0.000000 , 11, B04056,, 
296,  457,  235,  126, 84.3, 10/25/2017 18:45:06, 43.370527N, 79.748555W, 11, B04057,, 
297, , , , , 10/25/2017 18:46:20, 43.370615N, 79.748592W, 11, B04058,, 
298, , , , , 10/25/2017 18:48:03, 43.370672N, 79.748568W, 11, B04059,, 
299, , , , , 10/25/2017 18:51:12, 43.368848N, 79.749318W, 11, B04060,, 
300,  0.8,  0.5,  565,  261, 10/25/2017 18:52:52, 43.368503N, 79.749110W, 11, B04061,, 
301, , , , , 10/25/2017 18:54:17, 43.368605N, 79.748978W, 11, B04062,, 
302,  0.0,  0.5,  622,  354, 10/25/2017 18:54:40, 43.368603N, 79.749017W, 11, B04063,, 
303,  0.8,  0.0, 44.2, 18.4, 10/25/2017 18:59:05, 43.368233N, 79.748352W, 11, B04064,, 
304, , , , , 10/25/2017 19:02:48, 43.368485N, 79.747447W, 11, B04065,, 
305, , , , , 10/25/2017 19:02:52, 43.368477N, 79.747443W, 11, ,, 
306,  0.8,  0.5, 62.3, 27.5, 10/25/2017 19:04:54, 43.368705N, 79.747275W, 11, B04066,, 
307, , , , , 10/25/2017 19:07:30, 43.368800N, 79.747752W, 11, B04067,, 
308, , , , , 10/25/2017 19:10:06, 43.368578N, 79.747733W, 11, B04068,, 
309,  572,  318,  168, 94.5, 10/25/2017 19:10:44, 43.368645N, 79.747702W, 11, B04069,, 
310,  0.0,  0.0, 49.2, 21.2, 10/25/2017 19:12:03, 43.368550N, 79.747755W, 11, B04070,, 
311,  511,  323,  134, 92.4, 10/25/2017 19:18:11, 43.368908N, 79.746892W, 11, B04072,, 
312,  0.0,  0.0,  101, 86.3, 10/25/2017 19:23:09, 43.368665N, 79.746238W, 11, B04073,, 
313,  548,  336,  108, 70.8, 10/25/2017 19:24:29, 43.368668N, 79.746355W, 11, B04074,, 
314,  0.0, -0.5,  539,  383, 10/25/2017 19:27:29, 43.368412N, 79.745932W, 11, B04075,, 
315,  602,  313,  139, 83.4, 10/25/2017 19:36:14, 43.370688N, 79.745677W, 11, B04076,, 
316,  495,  311,  136, 79.2, 10/25/2017 19:52:43, 43.377090N, 79.748118W, 11, B04077,, 
317,  576,  304,  133, 70.8, 10/25/2017 19:56:56, 43.374460N, 79.746990W, 11, B04078,, 
318,  0.0, -0.5,  100, 82.6, 10/25/2017 20:01:30, 43.375773N, 79.748628W, 11, B04079,, 
319,  0.8,  0.0, 99.5, 82.1, 10/25/2017 20:02:26, 43.375762N, 79.748607W, 11, B04080,, 
320,  622,  301,  184, 93.5, 10/25/2017 20:07:00, 43.373923N, 79.747483W, 11, B04081,, 
321, , , , , 10/25/2017 20:08:20, 43.374013N, 79.747643W, 11, B04083,, 
322, , , , , 10/25/2017 20:10:09, 43.373803N, 79.747482W, 11, ,, 
323,  1.6,  0.0,  606,  292, 10/25/2017 20:16:58, 43.374900N, 79.749107W, 11, B04084,, 
324,  568,  320,  169, 89.3, 10/25/2017 20:17:59, 43.374883N, 79.749045W, 11, B04085,, 
325,  0.0, -0.5, 99.0, 82.9, 10/25/2017 20:21:18, 43.375515N, 79.749815W, 11, B04086,, 
326,  556,  260,  140, 78.2, 10/25/2017 20:26:12, 43.376130N, 79.751098W, 11, B04087,, 
327,  0.8,  0.0,  108, 91.4, 10/25/2017 20:31:30, 43.374505N, 79.751348W, 11, B04088,, 
328,  0.0, -0.5,  100, 89.0, 10/25/2017 20:33:04, 43.374302N, 79.751063W, 11, B04089,, 
329,  0.0,  0.0, 71.3, 69.3, 10/25/2017 20:34:05, 43.374303N, 79.751055W, 11, B04090,, 
330,  0.8,  0.0, 84.5, 70.4, 10/25/2017 20:36:55, 43.374473N, 79.749615W, 11, B04091,, 
331,  0.0, -0.5,  100, 83.2, 10/25/2017 20:38:09, 43.374377N, 79.749693W, 11, B04092,, 
332,  0.8, -0.5,  129, 94.8, 10/25/2017 20:38:48, 43.374378N, 79.749717W, 11, ,, 
333,  0.0,  0.0,  210, 86.6, 10/25/2017 20:43:46, 43.376580N, 79.752825W, 11, B04093,, 
334, 74.6, 65.3, 84.7, 73.7, 10/25/2017 20:47:27, 43.375235N, 79.755978W, 11, B04094,, 
335,  137, 79.4,  637,  331, 10/25/2017 20:49:14, 43.375292N, 79.755937W, 11, B04095,, 
336, 14.9, 11.2, 99.5, 79.5, 10/25/2017 20:53:09, 43.374618N, 79.755145W, 11, B04096,, 
337,  0.8,  0.0, 73.0, 61.1, 10/25/2017 20:54:22, 43.374652N, 79.755082W, 11, B04097,, 
338,  1.5,  0.0,  182, 87.7, 10/25/2017 21:04:21, 43.372785N, 79.755387W, 11, B04098,, 
339,  639,  281,  120, 72.9, 10/25/2017 21:05:57, 43.372813N, 79.755497W, 11, B04099,, 
340,  0.0,  0.0, 77.7, 70.6, 10/25/2017 21:13:42, 43.374152N, 79.756642W, 11, B04100,, 
341,  0.8,  0.0,  501,  235, 10/25/2017 21:19:40, 43.374780N, 79.757478W, 11, B04101,, 
342,  571,  294,  147, 96.6, 10/25/2017 21:29:44, 43.373073N, 79.758892W, 11, B04102,, 
343, 76.8, 35.1,  0.8, -0.5, 10/25/2017 21:34:10, 43.372057N, 79.759317W, 11, B04103,, 
344,  0.8,  0.0,  504,  328, 10/25/2017 21:35:13, 43.372050N, 79.759305W, 11, B04104,, 
345,  593,  273,  136, 68.1, 10/25/2017 21:37:10, 43.372140N, 79.759273W, 11, B04105,, 
346,  0.8,  0.5,  0.8,  0.5, 10/25/2017 21:38:30, 43.372140N, 79.759352W, 11, B04106,, 
347, 26.5, 11.6, 95.9, 44.9, 10/25/2017 21:45:29, 43.371053N, 79.757672W, 11, B04107,, 
348,  0.8,  0.0,  115, 95.3, 10/25/2017 21:50:25, 43.372818N, 79.755872W, 11, B04108,, 
349,  378,  270,  108, 66.9, 10/25/2017 22:04:57, 43.372207N, 79.753647W, 11, B04109,, 
350,  0.8,  0.0,  413,  311, 10/25/2017 22:07:55, 43.371718N, 79.753620W, 11, B04110,, 
351, 25.9,  9.6,  104, 50.3, 10/25/2017 22:10:01, 43.371190N, 79.753815W, 11, B04111,, 
352,  163,  105,  582,  332, 10/25/2017 22:10:19, 43.371183N, 79.753833W, 11, B04112,, 
353,  554,  273,  112, 81.1, 10/25/2017 22:10:46, 43.371187N, 79.753850W, 11, B04113,, 
354, 25.1,  9.0,  111, 51.9, 10/25/2017 22:13:44, 43.371083N, 79.754040W, 11, B04114,, 
355,  129, 83.2,  584,  307, 10/25/2017 22:14:03, 43.371090N, 79.754063W, 11, B04115,, 
356,  0.8,  0.5,  743,  315, 10/25/2017 22:17:59, 43.370645N, 79.754425W, 11, B04116,, 
357, , , , , 10/25/2017 22:21:13, 43.369602N, 79.755768W, 11, ,, 
358,  0.8,  0.0,  406,  311, 10/25/2017 22:22:27, 43.369925N, 79.755670W, 11, B04117,, 
359,  136, 77.0,  575,  314, 10/25/2017 22:27:23, 43.371295N, 79.754045W, 11, B04118,, 
360,  137, 84.2,  617,  336, 10/25/2017 22:27:59, 43.371143N, 79.753975W, 11, B04119,, 
361,  431,  273,  107, 74.8, 10/25/2017 22:28:32, 43.371098N, 79.753987W, 11, B04120,, 
362,  161, 80.7,  541,  309, 10/25/2017 22:30:43, 43.371125N, 79.753900W, 11, B04121,, 
363,  125, 83.9,  484,  325, 10/25/2017 22:31:02, 43.371103N, 79.753882W, 11, B04122,, 
364,  431,  321,  143, 80.0, 10/25/2017 22:31:47, 43.371050N, 79.753915W, 11, B04123,, 
365,  140, 71.2,  553,  295, 10/25/2017 22:34:41, 43.371163N, 79.754113W, 11, B04124,, 
366,  126, 90.0,  428,  305, 10/25/2017 22:35:11, 43.371250N, 79.754003W, 11, B04125,, 
367, 19.4,  8.4, 20.9,  8.9, 10/25/2017 22:37:33, 43.371290N, 79.753955W, 11, B04126,, 
368,  0.8,  0.5, 97.1, 81.1, 10/25/2017 22:40:10, 43.372172N, 79.753550W, 11, B04127,, 
369, 74.6, 60.6,  148,  109, 10/25/2017 22:42:16, 43.372292N, 79.753747W, 11, B04128,, 
370, 20.4, 15.9,  124, 98.0, 10/25/2017 22:43:04, 43.372307N, 79.753717W, 11, B04129,, 
371,  0.8,  0.0, 91.7, 77.9, 10/25/2017 22:44:25, 43.372327N, 79.753683W, 11, B04130,, 
372,  0.8,  0.0, 95.1, 82.4, 10/25/2017 22:44:57, 43.372387N, 79.753582W, 11, B04131,, 
373,  0.8,  0.0,  251,  195, 10/25/2017 22:48:30, 43.372683N, 79.753712W, 11, B04132,, 
374,  0.8,  0.0,  486,  337, 10/25/2017 22:49:28, 43.372643N, 79.753687W, 11, B04133,, 
375, 24.9,  9.0,  106, 86.1, 10/25/2017 22:51:00, 43.372923N, 79.753700W, 11, B04134,, 
376,  0.8,  0.5, 93.0, 40.4, 10/25/2017 22:53:13, 43.373353N, 79.753720W, 11, B04135,, 
377, 17.1, 13.2,  149,  120, 10/25/2017 22:55:12, 43.373673N, 79.753823W, 11, B04136,, 
378, 15.8,  7.0, 58.3, 29.0, 10/25/2017 22:57:29, 43.373858N, 79.753755W, 11, B04137,, 
379,  0.8,  0.5,  235,  184, 10/25/2017 22:58:27, 43.373872N, 79.753760W, 11, B04138,, 
380, , , , , 10/25/2017 23:00:55, 43.374235N, 79.753903W, 11, ,, 
381,  0.8,  0.0,  124,  105, 10/25/2017 23:02:35, 43.374048N, 79.753847W, 11, B04139,, 
382,  0.8,  0.5,  360,  273, 10/25/2017 23:04:19, 43.373895N, 79.753868W, 11, B04140,, 
383,  1.6,  0.5, 74.6, 35.8, 10/25/2017 23:05:40, 43.373913N, 79.753868W, 11, B04141,, 
384,  0.8,  0.0,  298,  231, 10/25/2017 23:07:53, 43.373800N, 79.753912W, 11, B04142,, 
385, 17.1, 13.2,  132,  102, 10/25/2017 23:12:58, 43.372393N, 79.753537W, 11, B04143,, 
386, 17.9, 13.2,  133,  103, 10/25/2017 23:13:27, 43.372382N, 79.753600W, 11, B04144,, 
387,  1.6,  0.5, 92.0, 78.7, 10/25/2017 23:13:57, 43.372417N, 79.753635W, 11, B04145,, 
388,  1.6,  0.5, 84.9, 72.4, 10/25/2017 23:14:16, 43.372428N, 79.753607W, 11, B04146,, 
389,  2.3,  1.1,  518,  249, 10/25/2017 23:20:05, 43.372408N, 79.754313W, 11, B04147,, 
390,  0.8,  0.0,  499,  373, 10/26/2017 14:35:50, 43.367437N, 79.738488W, 11, B04148,, 
391,  0.8,  0.0,  183,  138, 10/26/2017 14:46:01, 43.364658N, 79.739492W, 11, B04150,, 
392,  344,  245, 91.3, 68.3, 10/26/2017 14:47:31, 43.364823N, 79.739615W, 11, B04151,, 
393, 81.0, 65.0, 96.5, 81.2, 10/26/2017 14:52:58, 43.365865N, 79.741062W, 11, B04152,, 
394,  649,  311,  141, 91.4, 10/26/2017 14:54:46, 43.365765N, 79.741217W, 11, B04153,, 
395, 47.5, 38.6,  105, 85.1, 10/26/2017 14:55:22, 43.365712N, 79.741255W, 11, B04154,, 
396,  607,  277,  325,  200, 10/26/2017 14:58:12, 43.366467N, 79.741875W, 11, B04156,, 
397,  514,  330,  103, 70.2, 10/26/2017 14:58:28, 43.366450N, 79.741895W, 11, B04156,, 
398,  488,  327,  146, 87.0, 10/26/2017 15:02:01, 43.367018N, 79.742585W, 11, B04158,, 
399,  0.8,  0.0,  140,  112, 10/26/2017 15:03:36, 43.366973N, 79.742675W, 11, B04159,, 
400,  415,  307,  134, 89.1, 10/26/2017 15:08:35, 43.368353N, 79.744475W, 11, B04160,, 
401,  0.8,  0.0,  336,  170, 10/26/2017 15:18:10, 43.370485N, 79.737872W, 11, B04161,, 
402,  0.0,  0.0,  529,  217, 10/26/2017 15:19:27, 43.370453N, 79.737860W, 11, B04162,, 
403, 14.0,  5.3, 59.6, 28.4, 10/26/2017 15:23:26, 43.369967N, 79.737192W, 11, B04163,, 
404,  155, 86.4,  618,  322, 10/26/2017 15:25:47, 43.369598N, 79.736648W, 11, B04164,, 
405,  163, 92.5,  413,  230, 10/26/2017 15:25:58, 43.369598N, 79.736648W, 11, B04165,, 
406,  579,  316,  161, 90.1, 10/26/2017 15:26:19, 43.369592N, 79.736642W, 11, B04166,, 
407,  164, 99.3,  559,  314, 10/26/2017 15:27:26, 43.369610N, 79.736763W, 11, B04167,, 
408,  149,  101,  634,  312, 10/26/2017 15:27:44, 43.369605N, 79.736763W, 11, B04168,, 
409,  0.8,  0.0,  219,  102, 10/26/2017 15:29:05, 43.369743N, 79.736837W, 11, B04169,, 
410,  122, 77.7,  575,  336, 10/26/2017 15:30:27, 43.369737N, 79.736825W, 11, B04170,, 
411,  121, 84.6,  501,  282, 10/26/2017 15:30:43, 43.369737N, 79.736827W, 11, B04171,, 
412,  121, 77.7,  615,  333, 10/26/2017 15:30:57, 43.369738N, 79.736827W, 11, B04172,, 
413,  132, 77.2,  579,  324, 10/26/2017 15:32:26, 43.369820N, 79.736782W, 11, B04173,, 
414,  152, 84.0,  544,  295, 10/26/2017 15:32:40, 43.369805N, 79.736780W, 11, B04174,, 
415,  488,  286,  163, 80.1, 10/26/2017 15:32:53, 43.369810N, 79.736785W, 11, B04175,, 
416,  0.0,  0.0,  488,  210, 10/26/2017 15:34:16, 43.369853N, 79.736658W, 11, B04176,, 
417,  157, 94.6,  658,  315, 10/26/2017 15:35:44, 43.369823N, 79.736670W, 11, B04177,, 
418,  182, 97.0,  593,  350, 10/26/2017 15:35:56, 43.369823N, 79.736672W, 11, B04178,, 
419,  558,  348,  182, 95.1, 10/26/2017 15:36:08, 43.369823N, 79.736670W, 11, B04179,, 
420,  0.8,  0.0,  495,  159, 10/26/2017 15:37:22, 43.369685N, 79.736558W, 11, B04180,, 
421,  164, 83.5,  566,  328, 10/26/2017 15:38:45, 43.369683N, 79.736563W, 11, B04181,, 
